NAME,GEOIDFQ,SUMLEVEL,YEAR,METRIC,FUEL_TYPE,VALUE
Delaware,0500000US39041,050,2014,Facilities,Wind,0.0
Delaware,0500000US39041,050,2015,Facilities,Wind,0.0
Delaware,0500000US39041,050,2016,Facilities,Wind,0.0
Delaware,0500000US39041,050,2017,Facilities,Wind,0.0
Delaware,0500000US39041,050,2018,Facilities,Wind,0.0
Delaware,0500000US39041,050,2019,Facilities,Wind,0.0
Delaware,0500000US39041,050,2020,Facilities,Wind,1.0
Delaware,0500000US39041,050,2021,Facilities,Wind,0.0
Delaware,0500000US39041,050,2022,Facilities,Wind,0.0
Delaware,0500000US39041,050,2023,Facilities,Wind,0.0
Delaware,0500000US39041,050,2024,Facilities,Wind,1.0
Delaware,0500000US39041,050,2009,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2010,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2011,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2012,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2013,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2014,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2015,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2016,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2017,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2018,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2019,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2020,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2021,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2022,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2023,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2024,Capacity,Biomass,0.0
Delaware,0500000US39041,050,2009,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
